M_ID,Name,City,State,Manufacturer Name,Is Fair Wages,Reason for Unfair Wages,Working Hours,Timings,Is Worker Safe,Reason for Lack of Worker Safety,No Child Labor,Reason for Child Labor,Is Worker Satisfied,Reason for Low Worker Satisfaction,Certifications Received,Certification Names,Reason for No Certifications,Years Since Establishment,Ethical Score (1-10),Ethical Rating,Audit
193,Rover techno solution,delhi,Delhi,Rover Techno Solution,FALSE,Irregular contractor payouts,9,10 AM - 7 PM,FALSE,Emergency exits blocked,TRUE,,FALSE,Long work hours without benefits,0,,Inconsistent monitoring,3,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
194,Rudraksh Apparel Pvt Ltd,New Delhi,Delhi,Rudraksh Apparel Pvt Ltd,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, ISO 9001",,10,9.8,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'ISO 9001'] - Score: 23 | Ethical Longevity >= 10 years - 10"
195,Shine N Sober,New Delhi,Delhi,Shine N Sober (Delhi),FALSE,Operates informally; no wage transparency,9,9 AM - 6 PM,FALSE,Informal firms often bypass safety laws,FALSE,High-risk group due to informal employment,FALSE,No worker policies disclosed,0,,Operates informally,3,3.6,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
196,Shiva International Apparels,New Delhi,Delhi,Shiva International Apparels,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"Fair Trade, OEKO-TEX",,12,9.9,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['Fair Trade', 'OEKO-TEX'] - Score: 24 | Ethical Longevity >= 10 years - 10"
197,Shivay Creations,Delhi,Delhi,Shivay Creations (Delhi),FALSE,Informal structure with no wage transparency,9,9 AM - 6 PM,FALSE,Safety compliance likely absent,FALSE,High-risk group includes migrant and underage workers,FALSE,Employee dissatisfaction common in such units,0,,Informal operation,4,2.9,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - High Penalty: 0 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
198,Shri Ram Enterprises,Delhi,Delhi,Shri Ram Enterprises,FALSE,Wages not aligned with skill level,10,9 AM - 7 PM,FALSE,No hazard management training,TRUE,,FALSE,Unmotivated due to unfair treatment,0,,No audits or registrations done,4,3.9,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - High Penalty: 0 | Ethical Longevity <5 years - 0
199,Shri Ram Enterprises,Delhi,Delhi,Shri Ram Enterprises,FALSE,Daily wage without guarantee,10,9 AM - 7 PM,FALSE,Safety is not a priority,TRUE,,FALSE,Lack of long-term benefits,0,,Unorganized segment,4,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
200,STAR TRADING COMPANY,Delhi,Delhi,STAR TRADING COMPANY,FALSE,Poorly structured wage distribution,10,9 AM - 7 PM,FALSE,No documented safety policy,TRUE,,FALSE,Workers not retained,0,,No awareness of certification benefits,6,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
201,Step by Step Creations,New Delhi,Delhi,Step by Step Creations,FALSE,No wage information available; Delhi's garment sector has wage concerns,9,9 AM - 6 PM,FALSE,Lack of information; safety issues reported in Delhi's garment sector,FALSE,No specific data; child labor reported in Delhi's garment sector,FALSE,Lack of information on employee satisfaction,0,,No certifications found in provided material,0,2.4,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - High Penalty: 0 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - High Penalty: 0 | Ethical Longevity <5 years - 0
202,Stupa fashion,New Delhi,Delhi,Stupa Fashion (Mumbai),FALSE,Small-scale operations may not adhere to wage norms,9,9 AM - 6 PM,FALSE,Limited resources for proper safety measures,FALSE,Informal employment increases child labor risk,FALSE,Lack of formal HR policies affects satisfaction,0,,Small enterprise with limited oversight,0,4.1,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 10 (based on company age) | Ethical Longevity <5 years - 0
203,Taraasha Creations Pvt. Ltd.,New Delhi,Delhi,Taraasha Creations Pvt. Ltd.,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, GOTS",,9,9.5,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'GOTS'] - Score: 25 | Ethical Longevity 5-9 years - 5"
204,Tedhi Medhi Family,Delhi,Delhi,Tedhi Medhi Family,FALSE,Irregular payments and low wages,10,10 AM - 8 PM,FALSE,No emergency exits or fire drills,TRUE,,FALSE,Low pay and no complaint mechanisms,0,,Informal operation,4,3.7,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
205,THE DESIGN CELLARS,NEW DELHI,DELHI,THE DESIGN CELLARS (Delhi),FALSE,Boutique units often bypass labor norms,9,9 AM - 6 PM,FALSE,Creative boutiques don’t emphasize labor policies,FALSE,No formal policy against minor employment,FALSE,"Low pay, high expectations in small brands",0,,No certifications found,0,3.1,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - High Penalty: 0 | Ethical Longevity <5 years - 0
206,The Rainbow Tribe,New Delhi,Delhi,The Rainbow Tribe (Delhi),FALSE,Small brand; data unavailable,9,10 AM - 6 PM,FALSE,Creative firms rarely prioritize industrial safety,FALSE,"Risk via supply chain, no allegations",FALSE,No formal data,0,,Informal disclosures,3,3.6,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
207,Trade by us,Rithala,Delhi,Trade by us,FALSE,Subcontractors underpay workers,10,9 AM - 7 PM,FALSE,Third-party facilities unmonitored,TRUE,,FALSE,Varying practices across units,0,,Outsourced production,4,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
208,Trade by us,Rithala,Delhi,Trade by us (Delhi),FALSE,Unregistered businesses often pay irregularly,9,9 AM - 6 PM,FALSE,Likely lacks fire safety compliance,FALSE,Informal setups in Delhi pose risks,FALSE,No benefits or protections for workers,0,,No regulatory records available,0,3.6,Poor,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - 7 (no high-penalty keywords) | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - 10 (based on company age) | Ethical Longevity <5 years - 0
209,Utsav Fashion Pvt. Ltd,New Delhi,Delhi,Utsav Fashion Pvt. Ltd,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, GOTS",,15,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'GOTS'] - Score: 25 | Ethical Longevity >= 10 years - 10"
210,Utsav Fashion Pvt. Ltd,New Delhi,Delhi,Utsav Fashion Pvt. Ltd,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, GOTS",,15,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'GOTS'] - Score: 25 | Ethical Longevity >= 10 years - 10"
211,Vastraa Fusion Enterprises,New Delhi,Delhi,Vastraa Fusion Enterprises,FALSE,Wages vary by demand season,9,10 AM - 7 PM,FALSE,No routine safety inspections,TRUE,,FALSE,Seasonal layoffs,0,,Lacks formal compliance tracking,3,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
212,Delhi Fashion Designers,Delhi,Delhi (NCT),Delhi Fashion Designers,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,2,"GOTS, Fair Trade",,10,10,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'Fair Trade'] - Score: 25 | Ethical Longevity >= 10 years - 10"
213,Delhi Garment Hub,Delhi,Delhi (NCT),Delhi Garment Hub,FALSE,Inconsistent wage payment,9,10 AM - 7 PM,FALSE,"No first aid, blocked exits",TRUE,,FALSE,Wage delays and overtime,0,,Irregular compliance,15,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
214,Gandhi Nagar Garment Hub,Delhi,Delhi (NCT),Gandhi Nagar Garment Hub,FALSE,Unregulated labor cost-cutting,10,8 AM - 6 PM,FALSE,"Unsafe dye rooms, no masks",TRUE,,FALSE,"No overtime pay, no amenities",0,,Avoids third-party oversight,12,5.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
215,Karol Bagh Fashion Market Units,Delhi,Delhi (NCT),Karol Bagh Fashion Market Units,FALSE,Informal labor with no fixed wages,9,9 AM - 6 PM,FALSE,Unsafe handling of dyes,TRUE,,FALSE,No benefits or complaint system,0,,Operates informally,10,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
216,Okhla Industrial Area (Delhi),Delhi,Delhi (NCT),Okhla Industrial Area (Delhi),FALSE,Piece-rate wages below living wage,10,8 AM - 6 PM,FALSE,No fire extinguishers,TRUE,,FALSE,"Long hours, insufficient pay",0,,Failed third-party audits,20,4,Needs Improvement,Fair Wages: FALSE - High Penalty: 0 | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
217,Sadar Bazaar Garment Traders,Delhi,Delhi (NCT),Sadar Bazaar Garment Traders,FALSE,Unregistered vendors exploit workers,10,9 AM - 7 PM,FALSE,Crowded spaces with unsafe electricals,TRUE,,FALSE,"Wages withheld, unhealthy conditions",0,,Informal sector,8,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - High Penalty: 0 | Ethical Longevity 5-9 years - 5
218,Seelampur Garment Exporters,Delhi,Delhi (NCT),Seelampur Garment Exporters,FALSE,Daily wage labor with low earnings,10,8 AM - 6 PM,FALSE,Crowded work floors,TRUE,,FALSE,Burnout and turnover,0,,No standard processes,6,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - High Penalty: 0 | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
219,Shahdara Garment Exporters,Delhi,Delhi (NCT),Shahdara Garment Exporters,FALSE,Exploitative labor contracts,10,8 AM - 6 PM,FALSE,No fire exits or alarms,TRUE,,FALSE,Repetitive tasks and no breaks,0,,Avoids audit procedures,9,4.2,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - High Penalty: 0 | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
220,Winza Designer,Surat,GJ,Winza Designer,FALSE,Underpaid temporary staff,10,10 AM - 8 PM,FALSE,Cramped sewing areas,TRUE,,FALSE,No training or upskilling options,0,,Avoiding certification cost,5,4.9,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity 5-9 years - 5
221,Mapusa Cotton Works,Mapusa,Goa,Mapusa Cotton Works,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"OEKO-TEX, Fair Trade",,6,9.4,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'Fair Trade'] - Score: 24 | Ethical Longevity 5-9 years - 5"
222,Margao Textile Mills,Margao,Goa,Margao Textile Mills,FALSE,Seasonal wage drops,9,9 AM - 6 PM,FALSE,High humidity not addressed,TRUE,,FALSE,Seasonal instability,0,,No regular review,3,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
223,Panaji Apparel Works,Panaji,Goa,Panaji Apparel Works,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,3,"OEKO-TEX, Fair Trade",,8,9.4,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['OEKO-TEX', 'Fair Trade'] - Score: 24 | Ethical Longevity 5-9 years - 5"
224,Ponda Garment Solutions,Ponda,Goa,Ponda Garment Solutions,FALSE,Irregular shift pay,9,9 AM - 6 PM,FALSE,No protective floor mats,TRUE,,FALSE,"Physical fatigue, low pay",0,,Needs third-party audit,2,4.4,Needs Improvement,Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
225,Vasco da Gama Silk Fabrics,Vasco da Gama,Goa,Vasco da Gama Silk Fabrics,TRUE,,8,9 AM - 5 PM,TRUE,,TRUE,,TRUE,,2,"GOTS, SA8000",,7,9.5,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'SA8000'] - Score: 25 | Ethical Longevity 5-9 years - 5"
226,Ahalyaa711,Surat,Gujarat,Ahalyaa711,FALSE,Below minimum wage in certain units,10,9 AM - 7 PM,FALSE,No documented safety practices,TRUE,,FALSE,Minimal training or advancement,0,,No certification pursuit,4,3.7,Poor,Fair Wages: FALSE - High Penalty: 0 | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: FALSE - 5 (no high-penalty keywords) | No certifications - 5 (based on company age) | Ethical Longevity <5 years - 0
227,Ahmedabad Textile Mills,Ahmedabad,Gujarat,Ahmedabad Textile Mills,TRUE,,9,9 AM - 5 PM,TRUE,,FALSE,Unregistered workforce,TRUE,,0,,Low export focus,39,6,Good,Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: TRUE - 15 | No Child Labor: FALSE - High Penalty: 0 | Worker Satisfaction: TRUE - 10 | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
228,Aji Garment Industry,Rajkot,Gujarat,Aji Garment Industry,FALSE,High temporary labor ratio,10,10 AM - 6 PM,FALSE,No emergency drills,TRUE,,TRUE,,2,"GOTS, SEDEX",,31,7.9,Good,"Fair Wages: FALSE - 7 (no high-penalty keywords) | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'SEDEX'] - Score: 25 | Ethical Longevity >= 10 years - 10"
229,Akshardham Garment Co.,Gandhinagar,Gujarat,Akshardham Garment Co.,TRUE,,10,8 AM - 4 PM,FALSE,No emergency drills,FALSE,Family-run units using minors,TRUE,,0,,Lack of awareness,34,5.2,Needs Improvement,Fair Wages: TRUE - 15 | Working Hours 8-10 - 5 | Worker Safety: FALSE - 7 (no high-penalty keywords) | No Child Labor: FALSE - High Penalty: 0 | Worker Satisfaction: TRUE - 10 | No certifications - 5 (based on company age) | Ethical Longevity >= 10 years - 10
230,Alan Jones Clothing,Valsad,Gujarat,Alan Jones Clothing,TRUE,,8,10 AM - 6 PM,TRUE,,TRUE,,TRUE,,2,"GOTS, Fair Trade",,9,9.5,Excellent,"Fair Wages: TRUE - 15 | Working Hours <= 8 - 10 | Worker Safety: TRUE - 15 | No Child Labor: TRUE - 15 | Worker Satisfaction: TRUE - 10 | Certifications: ['GOTS', 'Fair Trade'] - Score: 25 | Ethical Longevity 5-9 years - 5"
